PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,TicketNumber,HasPrefix,TicketLength,TicketIsLine
139,0,3,0,16.0,0,0,9.2167,0.0,7534,0,4,0
140,0,1,0,24.0,0,0,79.2,1.0,17593,1,5,0
141,0,3,1,,0,2,15.2458,1.0,2678,0,4,0
142,1,3,1,22.0,0,0,7.75,0.0,347081,0,6,0
143,1,3,1,24.0,1,0,15.85,0.0,3101279,1,7,0
144,0,3,0,19.0,0,0,6.75,2.0,365222,0,6,0
145,0,2,0,18.0,0,0,11.5,0.0,231945,0,6,0
146,0,2,0,19.0,1,1,36.75,0.0,33112,1,5,0
147,1,3,0,27.0,0,0,7.7958,0.0,350043,0,6,0
148,0,3,1,9.0,2,2,34.375,0.0,6608,1,4,0
149,0,2,0,36.5,0,2,26.0,0.0,230080,0,6,0
150,0,2,0,42.0,0,0,13.0,0.0,244310,0,6,0
151,0,2,0,51.0,0,0,12.525,0.0,1166,1,4,0
152,1,1,1,22.0,1,0,66.6,0.0,113776,0,6,0
153,0,3,0,55.5,0,0,8.05,0.0,11206,1,5,0
154,0,3,0,40.5,0,2,14.5,0.0,851,1,3,0
155,0,3,0,,0,0,7.3125,0.0,265302,1,6,0
156,0,1,0,51.0,0,1,61.3792,1.0,17597,1,5,0
157,1,3,1,16.0,0,0,7.7333,2.0,35851,0,5,0
158,0,3,0,30.0,0,0,8.05,0.0,392090,1,6,0
159,0,3,0,,0,0,8.6625,0.0,315037,0,6,0
160,0,3,0,,8,2,69.55,0.0,2343,1,4,0
161,0,3,0,44.0,0,1,16.1,0.0,371362,0,6,0
162,1,2,1,40.0,0,0,15.75,0.0,33595,1,5,0
163,0,3,0,26.0,0,0,7.775,0.0,347068,0,6,0
164,0,3,0,17.0,0,0,8.6625,0.0,315093,0,6,0
165,0,3,0,1.0,4,1,39.6875,0.0,3101295,0,7,0
166,1,3,0,9.0,0,2,20.525,0.0,363291,0,6,0
167,1,1,1,,0,1,55.0,0.0,113505,0,6,0
168,0,3,1,45.0,1,4,27.9,0.0,347088,0,6,0
169,0,1,0,,0,0,25.925,0.0,17318,1,5,0
170,0,3,0,28.0,0,0,56.4958,0.0,1601,0,4,0
171,0,1,0,61.0,0,0,33.5,0.0,111240,0,6,0
172,0,3,0,4.0,4,1,29.125,2.0,382652,0,6,0
173,1,3,1,1.0,1,1,11.1333,0.0,347742,0,6,0
174,0,3,0,21.0,0,0,7.925,0.0,3101280,1,7,0
175,0,1,0,56.0,0,0,30.6958,1.0,17764,0,5,0
176,0,3,0,18.0,1,1,7.8542,0.0,350404,0,6,0
177,0,3,0,,3,1,25.4667,0.0,4133,0,4,0
178,0,1,1,50.0,0,0,28.7125,1.0,17595,1,5,0
179,0,2,0,30.0,0,0,13.0,0.0,250653,0,6,0
180,0,3,0,36.0,0,0,0.0,0.0,0,0,4,1
181,0,3,1,,8,2,69.55,0.0,2343,1,4,0
182,0,2,0,,0,0,15.05,1.0,2131,1,4,0
183,0,3,0,9.0,4,2,31.3875,0.0,347077,0,6,0
184,1,2,0,1.0,2,1,39.0,0.0,230136,0,6,0
185,1,3,1,4.0,0,2,22.025,0.0,315153,0,6,0
186,0,1,0,,0,0,50.0,0.0,113767,0,6,0
187,1,3,1,,1,0,15.5,2.0,370365,0,6,0
188,1,1,0,45.0,0,0,26.55,0.0,111428,0,6,0
189,0,3,0,40.0,1,1,15.5,2.0,364849,0,6,0
190,0,3,0,36.0,0,0,7.8958,0.0,349247,0,6,0
191,1,2,1,32.0,0,0,13.0,0.0,234604,0,6,0
192,0,2,0,19.0,0,0,13.0,0.0,28424,0,5,0
193,1,3,1,19.0,1,0,7.8542,0.0,350046,0,6,0
194,1,2,0,3.0,1,1,26.0,0.0,230080,0,6,0
195,1,1,1,44.0,0,0,27.7208,1.0,17610,1,5,0
196,1,1,1,58.0,0,0,146.5208,1.0,17569,1,5,0
197,0,3,0,,0,0,7.75,2.0,368703,0,6,0
198,0,3,0,42.0,0,1,8.4042,0.0,4579,0,4,0
199,1,3,1,,0,0,7.75,2.0,370370,0,6,0
200,0,2,1,24.0,0,0,13.0,0.0,248747,0,6,0
201,0,3,0,28.0,0,0,9.5,0.0,345770,0,6,0
202,0,3,0,,8,2,69.55,0.0,2343,1,4,0
203,0,3,0,34.0,0,0,6.4958,0.0,3101264,0,7,0
204,0,3,0,45.5,0,0,7.225,1.0,2628,0,4,0
205,1,3,0,18.0,0,0,8.05,0.0,3540,1,4,0
206,0,3,1,2.0,0,1,10.4625,0.0,347054,0,6,0
207,0,3,0,32.0,1,0,15.85,0.0,3101278,0,7,0
208,1,3,0,26.0,0,0,18.7875,1.0,2699,0,4,0
209,1,3,1,16.0,0,0,7.75,2.0,367231,0,6,0
210,1,1,0,40.0,0,0,31.0,1.0,112277,0,6,0
211,0,3,0,24.0,0,0,7.05,0.0,3101311,1,7,0
212,1,2,1,35.0,0,0,21.0,0.0,13528,1,5,0
213,0,3,0,22.0,0,0,7.25,0.0,21174,1,5,0
214,0,2,0,30.0,0,0,13.0,0.0,250646,0,6,0
215,0,3,0,,1,0,7.75,2.0,367229,0,6,0
216,1,1,1,31.0,1,0,113.275,1.0,35273,0,5,0
217,1,3,1,27.0,0,0,7.925,0.0,3101283,1,7,0
218,0,2,0,42.0,1,0,27.0,0.0,243847,0,6,0
219,1,1,1,32.0,0,0,76.2917,1.0,11813,0,5,0
220,0,2,0,30.0,0,0,10.5,0.0,14208,1,5,0
221,1,3,0,16.0,0,0,8.05,0.0,392089,1,6,0
222,0,2,0,27.0,0,0,13.0,0.0,220367,0,6,0
223,0,3,0,51.0,0,0,8.05,0.0,21440,0,5,0
224,0,3,0,,0,0,7.8958,0.0,349234,0,6,0
225,1,1,0,38.0,1,0,90.0,0.0,19943,0,5,0
226,0,3,0,22.0,0,0,9.35,0.0,4348,1,4,0
227,1,2,0,19.0,0,0,10.5,0.0,751,1,3,0
228,0,3,0,20.5,0,0,7.25,0.0,21173,1,5,0
229,0,2,0,18.0,0,0,13.0,0.0,236171,0,6,0
230,0,3,1,,3,1,25.4667,0.0,4133,0,4,0
231,1,1,1,35.0,1,0,83.475,0.0,36973,0,5,0
232,0,3,0,29.0,0,0,7.775,0.0,347067,0,6,0
233,0,2,0,59.0,0,0,13.5,0.0,237442,0,6,0
234,1,3,1,5.0,4,2,31.3875,0.0,347077,0,6,0
235,0,2,0,24.0,0,0,10.5,0.0,29566,1,5,0
236,0,3,1,,0,0,7.55,0.0,6609,1,4,0
237,0,2,0,44.0,1,0,26.0,0.0,26707,0,5,0
238,1,2,1,8.0,0,2,26.25,0.0,31921,1,5,0
239,0,2,0,19.0,0,0,10.5,0.0,28665,0,5,0
240,0,2,0,33.0,0,0,12.275,0.0,1585,1,4,0
241,0,3,1,,1,0,14.4542,1.0,2665,0,4,0
242,1,3,1,,1,0,15.5,2.0,367230,0,6,0
243,0,2,0,29.0,0,0,10.5,0.0,14263,1,5,0
244,0,3,0,22.0,0,0,7.125,0.0,3101275,1,7,0
245,0,3,0,30.0,0,0,7.225,1.0,2694,0,4,0
246,0,1,0,44.0,2,0,90.0,2.0,19928,0,5,0
247,0,3,1,25.0,0,0,7.775,0.0,347071,0,6,0
248,1,2,1,24.0,0,2,14.5,0.0,250649,0,6,0
249,1,1,0,37.0,1,1,52.5542,0.0,11751,0,5,0
250,0,2,0,54.0,1,0,26.0,0.0,244252,0,6,0
251,0,3,0,,0,0,7.25,0.0,362316,0,6,0
252,0,3,1,29.0,1,1,10.4625,0.0,347054,0,6,0
253,0,1,0,62.0,0,0,26.55,0.0,113514,0,6,0
254,0,3,0,30.0,1,0,16.1,0.0,3336,1,4,0
255,0,3,1,41.0,0,2,20.2125,0.0,370129,0,6,0
256,1,3,1,29.0,0,2,15.2458,1.0,2650,0,4,0
257,1,1,1,,0,0,79.2,1.0,17585,1,5,0
258,1,1,1,30.0,0,0,86.5,0.0,110152,0,6,0
259,1,1,1,35.0,0,0,512.3292,1.0,17755,1,5,0
260,1,2,1,50.0,0,1,26.0,0.0,230433,0,6,0
261,0,3,0,,0,0,7.75,2.0,384461,0,6,0
262,1,3,0,3.0,4,2,31.3875,0.0,347077,0,6,0
263,0,1,0,52.0,1,1,79.65,0.0,110413,0,6,0
264,0,1,0,40.0,0,0,0.0,0.0,112059,0,6,0
265,0,3,1,,0,0,7.75,2.0,382649,0,6,0
266,0,2,0,36.0,0,0,10.5,0.0,17248,1,5,0
267,0,3,0,16.0,4,1,39.6875,0.0,3101295,0,7,0
268,1,3,0,25.0,1,0,7.775,0.0,347083,0,6,0
269,1,1,1,58.0,0,1,153.4625,0.0,17582,1,5,0
270,1,1,1,35.0,0,0,135.6333,0.0,17760,1,5,0
271,0,1,0,,0,0,31.0,0.0,113798,0,6,0
272,1,3,0,25.0,0,0,0.0,0.0,0,0,4,1
273,1,2,1,41.0,0,1,19.5,0.0,250644,0,6,0
274,0,1,0,37.0,0,1,29.7,1.0,17596,1,5,0
275,1,3,1,,0,0,7.75,2.0,370375,0,6,0
276,1,1,1,63.0,1,0,77.9583,0.0,13502,0,5,0
277,0,3,1,45.0,0,0,7.75,0.0,347073,0,6,0
278,0,2,0,,0,0,0.0,0.0,239853,0,6,0
279,0,3,0,7.0,4,1,29.125,2.0,382652,0,6,0
280,1,3,1,35.0,1,1,20.25,0.0,2673,1,4,0
281,0,3,0,65.0,0,0,7.75,2.0,336439,0,6,0
282,0,3,0,28.0,0,0,7.8542,0.0,347464,0,6,0
283,0,3,0,16.0,0,0,9.5,0.0,345778,0,6,0
284,1,3,0,19.0,0,0,8.05,0.0,10482,1,5,0
285,0,1,0,,0,0,26.0,0.0,113056,0,6,0
286,0,3,0,33.0,0,0,8.6625,1.0,349239,0,6,0
287,1,3,0,30.0,0,0,9.5,0.0,345774,0,6,0
288,0,3,0,22.0,0,0,7.8958,0.0,349206,0,6,0
289,1,2,0,42.0,0,0,13.0,0.0,237798,0,6,0
290,1,3,1,22.0,0,0,7.75,2.0,370373,0,6,0
291,1,1,1,26.0,0,0,78.85,0.0,19877,0,5,0
292,1,1,1,19.0,1,0,91.0792,1.0,11967,0,5,0
293,0,2,0,36.0,0,0,12.875,1.0,2163,1,4,0
294,0,3,1,24.0,0,0,8.85,0.0,349236,0,6,0
295,0,3,0,24.0,0,0,7.8958,0.0,349233,0,6,0
296,0,1,0,,0,0,27.7208,1.0,17612,1,5,0
297,0,3,0,23.5,0,0,7.2292,1.0,2693,0,4,0
298,0,1,1,2.0,1,2,151.55,0.0,113781,0,6,0
299,1,1,0,,0,0,30.5,0.0,19988,0,5,0
300,1,1,1,50.0,0,1,247.5208,1.0,17558,1,5,0
301,1,3,1,,0,0,7.75,2.0,9234,0,4,0
302,1,3,0,,2,0,23.25,2.0,367226,0,6,0
303,0,3,0,19.0,0,0,0.0,0.0,0,0,4,1
304,1,2,1,,0,0,12.35,2.0,226593,0,6,0
305,0,3,0,,0,0,8.05,0.0,2466,1,4,0
306,1,1,0,0.92,1,2,151.55,0.0,113781,0,6,0
307,1,1,1,,0,0,110.8833,1.0,17421,0,5,0
308,1,1,1,17.0,1,0,108.9,1.0,17758,1,5,0
309,0,2,0,30.0,1,0,24.0,1.0,3381,1,4,0
310,1,1,1,30.0,0,0,56.9292,1.0,17485,1,5,0
311,1,1,1,24.0,0,0,83.1583,1.0,11767,0,5,0
312,1,1,1,18.0,2,2,262.375,1.0,17608,1,5,0
313,0,2,1,26.0,1,1,26.0,0.0,250651,0,6,0
314,0,3,0,28.0,0,0,7.8958,0.0,349243,0,6,0
315,0,2,0,43.0,1,1,26.25,0.0,13529,1,5,0
316,1,3,1,26.0,0,0,7.8542,0.0,347470,0,6,0
317,1,2,1,24.0,1,0,26.0,0.0,244367,0,6,0
318,0,2,0,54.0,0,0,14.0,0.0,29011,0,5,0
319,1,1,1,31.0,0,2,164.8667,0.0,36928,0,5,0
320,1,1,1,40.0,1,1,134.5,1.0,16966,0,5,0
321,0,3,0,22.0,0,0,7.25,0.0,21172,1,5,0
322,0,3,0,27.0,0,0,7.8958,0.0,349219,0,6,0
323,1,2,1,30.0,0,0,12.35,2.0,234818,0,6,0
324,1,2,1,22.0,1,1,29.0,0.0,248738,0,6,0
325,0,3,0,,8,2,69.55,0.0,2343,1,4,0
326,1,1,1,36.0,0,0,135.6333,1.0,17760,1,5,0
327,0,3,0,61.0,0,0,6.2375,0.0,345364,0,6,0
328,1,2,1,36.0,0,0,13.0,0.0,28551,0,5,0
329,1,3,1,31.0,1,1,20.525,0.0,363291,0,6,0
330,1,1,1,16.0,0,1,57.9792,1.0,111361,0,6,0
331,1,3,1,,2,0,23.25,2.0,367226,0,6,0
332,0,1,0,45.5,0,0,28.5,0.0,113043,0,6,0
333,0,1,0,38.0,0,1,153.4625,0.0,17582,1,5,0
334,0,3,0,16.0,2,0,18.0,0.0,345764,0,6,0
335,1,1,1,,1,0,133.65,0.0,17611,1,5,0
336,0,3,0,,0,0,7.8958,0.0,349225,0,6,0
337,0,1,0,29.0,1,0,66.6,0.0,113776,0,6,0
338,1,1,1,41.0,0,0,134.5,1.0,16966,0,5,0
339,1,3,0,45.0,0,0,8.05,0.0,7598,0,4,0
340,0,1,0,45.0,0,0,35.5,0.0,113784,0,6,0
341,1,2,0,2.0,1,1,26.0,0.0,230080,0,6,0
342,1,1,1,24.0,3,2,263.0,0.0,19950,0,5,0
343,0,2,0,28.0,0,0,13.0,0.0,248740,0,6,0
344,0,2,0,25.0,0,0,13.0,0.0,244361,0,6,0
345,0,2,0,36.0,0,0,13.0,0.0,229236,0,6,0
346,1,2,1,24.0,0,0,13.0,0.0,248733,0,6,0
347,1,2,1,40.0,0,0,13.0,0.0,31418,0,5,0
348,1,3,1,,1,0,16.1,0.0,386525,0,6,0
349,1,3,0,3.0,1,1,15.9,0.0,37671,1,5,0
350,0,3,0,42.0,0,0,8.6625,0.0,315088,0,6,0
351,0,3,0,23.0,0,0,9.225,0.0,7267,0,4,0
352,0,1,0,,0,0,35.0,0.0,113510,0,6,0
353,0,3,0,15.0,1,1,7.2292,1.0,2695,0,4,0
354,0,3,0,25.0,1,0,17.8,0.0,349237,0,6,0
355,0,3,0,,0,0,7.225,1.0,2647,0,4,0
356,0,3,0,28.0,0,0,9.5,0.0,345783,0,6,0
357,1,1,1,22.0,0,1,55.0,0.0,113505,0,6,0
358,0,2,1,38.0,0,0,13.0,0.0,237671,0,6,0
359,1,3,1,,0,0,7.8792,2.0,330931,0,6,0
360,1,3,1,,0,0,7.8792,2.0,330980,0,6,0
361,0,3,0,40.0,1,4,27.9,0.0,347088,0,6,0
362,0,2,0,29.0,1,0,27.7208,1.0,2167,1,4,0
363,0,3,1,45.0,0,1,14.4542,1.0,2691,0,4,0
364,0,3,0,35.0,0,0,7.05,0.0,3101310,1,7,0
365,0,3,0,,1,0,15.5,2.0,370365,0,6,0
366,0,3,0,30.0,0,0,7.25,0.0,7076,1,4,0
367,1,1,1,60.0,1,0,75.25,1.0,110813,0,6,0
368,1,3,1,,0,0,7.2292,1.0,2626,0,4,0
369,1,3,1,,0,0,7.75,2.0,14313,0,5,0
370,1,1,1,24.0,0,0,69.3,1.0,17477,1,5,0
371,1,1,0,25.0,1,0,55.4417,1.0,11765,0,5,0
372,0,3,0,18.0,1,0,6.4958,0.0,3101267,0,7,0
373,0,3,0,19.0,0,0,8.05,0.0,323951,0,6,0
374,0,1,0,22.0,0,0,135.6333,1.0,17760,1,5,0
375,0,3,1,3.0,3,1,21.075,0.0,349909,0,6,0
376,1,1,1,,1,0,82.1708,1.0,17604,1,5,0
377,1,3,1,22.0,0,0,7.25,0.0,7077,1,4,0
378,0,1,0,27.0,0,2,211.5,1.0,113503,0,6,0
379,0,3,0,20.0,0,0,4.0125,1.0,2648,0,4,0
380,0,3,0,19.0,0,0,7.775,0.0,347069,0,6,0
381,1,1,1,42.0,0,0,227.525,1.0,17757,1,5,0
382,1,3,1,1.0,0,2,15.7417,1.0,2653,0,4,0
383,0,3,0,32.0,0,0,7.925,0.0,3101293,1,7,0
384,1,1,1,35.0,1,0,52.0,0.0,113789,0,6,0
385,0,3,0,,0,0,7.8958,0.0,349227,0,6,0
386,0,2,0,18.0,0,0,73.5,0.0,14879,1,5,0
387,0,3,0,1.0,5,2,46.9,0.0,2144,1,4,0
388,1,2,1,36.0,0,0,13.0,0.0,27849,0,5,0
389,0,3,0,,0,0,7.7292,2.0,367655,0,6,0
390,1,2,1,17.0,0,0,12.0,1.0,1748,1,4,0
391,1,1,0,36.0,1,2,120.0,0.0,113760,0,6,0
392,1,3,0,21.0,0,0,7.7958,0.0,350034,0,6,0
393,0,3,0,28.0,2,0,7.925,0.0,3101277,0,7,0
394,1,1,1,23.0,1,0,113.275,1.0,35273,0,5,0
395,1,3,1,24.0,0,2,16.7,0.0,9549,1,4,0
396,0,3,0,22.0,0,0,7.7958,0.0,350052,0,6,0
397,0,3,1,31.0,0,0,7.8542,0.0,350407,0,6,0
398,0,2,0,46.0,0,0,26.0,0.0,28403,0,5,0
399,0,2,0,23.0,0,0,10.5,0.0,244278,0,6,0
400,1,2,1,28.0,0,0,12.65,0.0,240929,0,6,0
401,1,3,0,39.0,0,0,7.925,0.0,3101289,1,7,0
402,0,3,0,26.0,0,0,8.05,0.0,341826,0,6,0
403,0,3,1,21.0,1,0,9.825,0.0,4137,0,4,0
404,0,3,0,28.0,1,0,15.85,0.0,3101279,1,7,0
405,0,3,1,20.0,0,0,8.6625,0.0,315096,0,6,0
406,0,2,0,34.0,1,0,21.0,0.0,28664,0,5,0
407,0,3,0,51.0,0,0,7.75,0.0,347064,0,6,0
408,1,2,0,3.0,1,1,18.75,0.0,29106,0,5,0
409,0,3,0,21.0,0,0,7.775,0.0,312992,0,6,0
410,0,3,1,,3,1,25.4667,0.0,4133,0,4,0
411,0,3,0,,0,0,7.8958,0.0,349222,0,6,0
412,0,3,0,,0,0,6.8583,2.0,394140,0,6,0
413,1,1,1,33.0,1,0,90.0,2.0,19928,0,5,0
414,0,2,0,,0,0,0.0,0.0,239853,0,6,0
415,1,3,0,44.0,0,0,7.925,0.0,3101269,1,7,0
416,0,3,1,,0,0,8.05,0.0,343095,0,6,0
417,1,2,1,34.0,1,1,32.5,0.0,28220,0,5,0
418,1,2,1,18.0,0,2,13.0,0.0,250652,0,6,0
419,0,2,0,30.0,0,0,13.0,0.0,28228,0,5,0
420,0,3,1,10.0,0,2,24.15,0.0,345773,0,6,0
421,0,3,0,,0,0,7.8958,1.0,349254,0,6,0
422,0,3,0,21.0,0,0,7.7333,2.0,13032,1,5,0
423,0,3,0,29.0,0,0,7.875,0.0,315082,0,6,0
